# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:dens[1]-dens[1]        7:dens[1]-dens[2]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[3]-dens[3]       11:T-dens[1]             12:T-dens[2]             13:T-dens[3]          
   32       1.445528494278e-10       3.561587561007e-15       2.576802595686e-13       0.000000000000e+00       4.148303429368e-04       3.024582756654e-04       2.506637573324e-04       1.763717755393e-04       1.484648266158e-04       1.862769288728e-08       1.564384705106e-08       1.217439406465e-08 
   33       1.467390271670e-10       3.961353638204e-15       2.609684309633e-13       0.000000000000e+00       4.352333798900e-04       3.184092051928e-04       2.647942534301e-04       1.869667910076e-04       1.578838821215e-04       1.843910348230e-08       1.555447837465e-08       1.216150852643e-08 
   34       1.489502204437e-10       4.379793860411e-15       2.625050651522e-13       0.000000000000e+00       4.556089289656e-04       3.344014230953e-04       2.790261023539e-04       1.976905867961e-04       1.674629057999e-04       1.824512777390e-08       1.545925864853e-08       1.214476581146e-08 
   35       1.511889713083e-10       4.818914265239e-15       2.621840076927e-13       0.000000000000e+00       4.759346922267e-04       3.504134143556e-04       2.933371542149e-04       2.085258978699e-04       1.771869846718e-04       1.804721895998e-08       1.535909427362e-08       1.212445100091e-08 
   36       1.534538296268e-10       5.282898679587e-15       2.599992809100e-13       0.000000000000e+00       4.961927859913e-04       3.664268198752e-04       3.077071126292e-04       2.194563649998e-04       1.870416283370e-04       1.784485569257e-08       1.525240003671e-08       1.209794953563e-08 
   37       1.557391354844e-10       5.776239992100e-15       2.559885328676e-13       0.000000000000e+00       5.163693124178e-04       3.824256989910e-04       3.221176080839e-04       2.304666001417e-04       1.970128301735e-04       1.763666612159e-08       1.513701639268e-08       1.206227341509e-08 
   38       1.580491860116e-10       6.301641713790e-15       2.502720172274e-13       0.000000000000e+00       5.364473760631e-04       3.983909188766e-04       3.365500355075e-04       2.415411105028e-04       2.070864626640e-04       1.742417388561e-08       1.501405114700e-08       1.201794996973e-08 
   39       1.603875962949e-10       6.861478047799e-15       2.430319003379e-13       0.000000000000e+00       5.564123800053e-04       4.143043886776e-04       3.509874258536e-04       2.526652971102e-04       2.172488888466e-04       1.720904537975e-08       1.488512360808e-08       1.196628498702e-08 
   40       1.627527944786e-10       7.458373984657e-15       2.345063246473e-13       0.000000000000e+00       5.762542853857e-04       4.301508591674e-04       3.654153201239e-04       2.638259403822e-04       2.274872730346e-04       1.699194407598e-08       1.475124022573e-08       1.190826427647e-08 
   41       1.651402723441e-10       8.094638267759e-15       2.249261870822e-13       0.000000000000e+00       5.959676837594e-04       4.459195699018e-04       3.798211929947e-04       2.750109248365e-04       2.377894387386e-04       1.677296175709e-08       1.461298766277e-08       1.184462194124e-08 
   42       1.675515574252e-10       8.770306594822e-15       2.142923178703e-13       0.000000000000e+00       6.155513074939e-04       4.616092726407e-04       3.941919424800e-04       2.862079334197e-04       2.481431063952e-04       1.655334958600e-08       1.447136793567e-08       1.177617976187e-08 
   43       1.699872239271e-10       9.484485002419e-15       2.025316501463e-13       0.000000000000e+00       6.350088745989e-04       4.772252373654e-04       4.085159720535e-04       2.974055886124e-04       2.585366038296e-04       1.633416253992e-08       1.432710887537e-08       1.170354278748e-08 
   44       1.724439796786e-10       1.023585047815e-14       1.895566061547e-13       0.000000000000e+00       6.543495927805e-04       4.927783057113e-04       4.227840999880e-04       3.085939686978e-04       2.689592006239e-04       1.611569208269e-08       1.418036394779e-08       1.162695933310e-08 
   45       1.749171367638e-10       1.102305896724e-14       1.752628847029e-13       0.000000000000e+00       6.735833966411e-04       5.082784498653e-04       4.369888497020e-04       3.197642325874e-04       2.794008935823e-04       1.589782650545e-08       1.403102531652e-08       1.154650228515e-08 
   46       1.774097628828e-10       1.184617598961e-14       1.595246360202e-13       0.000000000000e+00       6.927042802089e-04       5.237123745268e-04       4.511216530777e-04       3.309070647002e-04       2.898514529192e-04       1.568143597896e-08       1.387990820796e-08       1.146276522334e-08 
   47       1.799256460559e-10       1.270562958663e-14       1.421959666402e-13       0.000000000000e+00       7.117024731460e-04       5.390597807309e-04       4.651751104159e-04       3.420139787185e-04       3.003012596334e-04       1.546727484448e-08       1.372782420861e-08       1.137631120007e-08 
   48       1.824665012340e-10       1.360181257098e-14       1.231107854241e-13       0.000000000000e+00       7.305690581256e-04       5.542994978682e-04       4.791439252396e-04       3.530778721407e-04       3.107416734804e-04       1.525553454189e-08       1.357520779306e-08       1.128744840093e-08 
   49       1.850317691865e-10       1.453508157288e-14       1.020816358385e-13       0.000000000000e+00       7.492959689238e-04       5.694094240476e-04       4.930250292817e-04       3.640931229885e-04       3.211651140878e-04       1.504579414959e-08       1.342208093715e-08       1.119620556570e-08 
   50       1.876198025687e-10       1.550573980140e-14       7.894891368572e-14       0.000000000000e+00       7.678781183317e-04       5.843715268989e-04       5.068167559497e-04       3.750551154218e-04       3.315647654460e-04       1.483742175678e-08       1.326829126486e-08       1.110250381357e-08 
   51       1.902322702481e-10       1.651398202464e-14       5.374697908672e-14       0.000000000000e+00       7.863204672537e-04       5.991885845997e-04       5.205158062586e-04       3.859584404224e-04       3.419334066260e-04       1.463102176675e-08       1.311438479313e-08       1.100678412586e-08 
   52       1.928706008472e-10       1.755993300642e-14       2.658111523783e-14       0.000000000000e+00       8.046328711371e-04       6.138718859237e-04       5.341196753838e-04       3.967983738699e-04       3.522644038864e-04       1.442729495287e-08       1.296090891557e-08       1.090950770016e-08 
   53       1.955345674410e-10       1.864366080664e-14      -2.417741403430e-15       0.000000000000e+00       8.228282138443e-04       6.284367412286e-04       5.476276105107e-04       4.075714731220e-04       3.625521214476e-04       1.422659438764e-08       1.280813759336e-08       1.081095946006e-08 
   54       1.982221517227e-10       1.976517506122e-14      -3.309179776103e-14       0.000000000000e+00       8.409225059709e-04       6.429026609573e-04       5.610406910449e-04       4.182756468461e-04       3.727919848838e-04       1.402889719814e-08       1.265604884062e-08       1.071123271878e-08 
   55       2.009309062567e-10       2.092444710480e-14      -6.529282829683e-14       0.000000000000e+00       8.589318282470e-04       6.572889507707e-04       5.743610023119e-04       4.289096264270e-04       3.829801253668e-04       1.383401670550e-08       1.250450913336e-08       1.061034500356e-08 
   56       2.036627487091e-10       2.212148013335e-14      -9.900480038014e-14       0.000000000000e+00       8.768620473106e-04       6.715998066021e-04       5.875887325212e-04       4.394710664373e-04       3.931120636801e-04       1.364236526163e-08       1.235393186123e-08       1.050865435757e-08 
   57       2.064201206839e-10       2.335625345853e-14      -1.342496039177e-13       0.000000000000e+00       8.947167173240e-04       6.858358295530e-04       6.007244951204e-04       4.499580945994e-04       4.031838103215e-04       1.345433144513e-08       1.220474301324e-08       1.040651959343e-08 
   58       2.092045182040e-10       2.462870134189e-14      -1.710523497358e-13       0.000000000000e+00       9.124999869880e-04       6.999982847805e-04       6.137702160347e-04       4.603699143703e-04       4.131923020469e-04       1.327003781275e-08       1.205717444755e-08       1.030416818967e-08 
   59       2.120164142449e-10       2.593871212571e-14      -2.094416322301e-13       0.000000000000e+00       9.302165749416e-04       7.140891014254e-04       6.267291785590e-04       4.707068514590e-04       4.231354489317e-04       1.308932202055e-08       1.191124943876e-08       1.020168606450e-08 
   60       2.148551812685e-10       2.728612736397e-14      -2.494497920153e-13       0.000000000000e+00       9.478717451613e-04       7.281108725408e-04       6.396060682489e-04       4.809704003429e-04       4.330121814325e-04       1.291171794501e-08       1.176676822536e-08       1.009900734959e-08 
   61       2.177198856902e-10       2.867069334120e-14      -2.911075181434e-13       0.000000000000e+00       9.654709487661e-04       7.420668172972e-04       6.524061022495e-04       4.911626170943e-04       4.428219829488e-04       1.273670567888e-08       1.162348222217e-08       9.996033093087e-09 
   62       2.206120549191e-10       3.009190487893e-14      -3.344256447559e-13       0.000000000000e+00       9.830187111314e-04       7.559606578517e-04       6.651320873480e-04       5.012840333668e-04       4.525632584329e-04       1.256456980068e-08       1.148169504901e-08       9.893041638726e-09 
   63       2.235333967707e-10       3.154912476819e-14      -3.794097159763e-13       0.000000000000e+00       1.000519450185e-03       7.697967145873e-04       6.777867782249e-04       5.113353545950e-04       4.622346814424e-04       1.239570112886e-08       1.134177137688e-08       9.790352633300e-09 
   64       2.264849335251e-10       3.304162595516e-14      -4.260653671945e-13       0.000000000000e+00       1.017977753472e-03       7.835799401520e-04       6.903737502743e-04       5.213180976320e-04       4.718357064558e-04       1.223033470405e-08       1.120395186859e-08       9.688200211853e-09 
   65       2.294669521264e-10       3.456858916146e-14      -4.743984081154e-13       0.000000000000e+00       1.035398342969e-03       7.973159181904e-04       7.028974154451e-04       5.312346165253e-04       4.813665996096e-04       1.206853944139e-08       1.106834471232e-08       9.586726862279e-09 
   66       2.324789543819e-10       3.612910050430e-14      -5.244149058070e-13       0.000000000000e+00       1.052786039896e-03       8.110108620738e-04       7.153630380826e-04       5.410881282923e-04       4.908284694352e-04       1.191020778286e-08       1.093491715517e-08       9.485977289925e-09 
   67       2.355196071617e-10       3.772214911675e-14      -5.761212677495e-13       0.000000000000e+00       1.070145729538e-03       8.246716136323e-04       7.277767507698e-04       5.508827386960e-04       5.002232975960e-04       1.175504534964e-08       1.080348703675e-08       9.385892282193e-09 
   68       2.385875102900e-10       3.934672642236e-14      -6.295202291073e-13       0.000000000000e+00       1.087481907664e-03       8.383048161424e-04       7.401447485773e-04       5.606227343910e-04       5.095533996459e-04       1.160272693657e-08       1.067384668479e-08       9.286392169369e-09 
   69       2.416837922203e-10       4.100215263724e-14      -6.845976847376e-13       0.000000000000e+00       1.104797291730e-03       8.519142415394e-04       7.524706468154e-04       5.703102351900e-04       5.188196117177e-04       1.145342433030e-08       1.054618267877e-08       9.187660559367e-09 
   70       2.448099532649e-10       4.268781245474e-14      -7.413333259328e-13       0.000000000000e+00       1.122093863772e-03       8.655029168600e-04       7.647576138915e-04       5.799471102038e-04       5.280227899388e-04       1.130736734340e-08       1.042072632278e-08       9.089907337377e-09 
   71       2.479670660687e-10       4.440305946081e-14      -7.997044788036e-13       0.000000000000e+00       1.139373218830e-03       8.790738800803e-04       7.770091404517e-04       5.895356762665e-04       5.371643637708e-04       1.116468095096e-08       1.029762381902e-08       8.993280381500e-09 
   72       2.511557467216e-10       4.614721635404e-14      -8.596860825760e-13       0.000000000000e+00       1.156636519064e-03       8.926301577276e-04       7.892290342098e-04       5.990787049490e-04       5.462463521684e-04       1.102537919715e-08       1.017693118656e-08       8.897861718812e-09 
   73       2.543761258708e-10       4.791957516582e-14      -9.212506678887e-13       0.000000000000e+00       1.173884447871e-03       9.061747424935e-04       8.014214147760e-04       6.085794295710e-04       5.552713797392e-04       1.088935910187e-08       1.005860918017e-08       8.803663681434e-09 
   74       2.576278198325e-10       4.971939748034e-14      -9.843683350902e-13       0.000000000000e+00       1.191117163995e-03       9.197105708455e-04       8.135907084859e-04       6.180415522144e-04       5.642426929033e-04       1.075639456731e-08       9.942518209066e-09       8.710625062595e-09 
   75       2.609099017047e-10       5.154591465472e-14      -1.049006732536e-12       0.000000000000e+00       1.208334255644e-03       9.332405006395e-04       8.257416432292e-04       6.274692507356e-04       5.731641760528e-04       1.062613028464e-08       9.828413255703e-09       8.618607272699e-09 
   76       2.642214030065e-10       5.339819514103e-14      -1.115129079034e-12       0.000000000000e+00       1.225534974483e-03       9.467670516551e-04       8.378789386933e-04       6.368669701036e-04       5.820398424632e-04       1.049820870916e-08       9.716047345749e-09       8.527470583759e-09 
   77       2.675629880628e-10       5.527471803375e-14      -1.182687862826e-12       0.000000000000e+00       1.242719088304e-03       9.602916220643e-04       8.500063233125e-04       6.462387369829e-04       5.908721641296e-04       1.037269118734e-08       9.605514973234e-09       8.437327411259e-09 
   78       2.709355338867e-10       5.717372179518e-14      -1.251629948819e-12       0.000000000000e+00       1.259886101201e-03       9.738150877443e-04       8.621273278270e-04       6.555887323214e-04       5.996634653117e-04       1.024970291069e-08       9.496962360044e-09       8.348328450395e-09 
   79       2.743396090224e-10       5.909332779001e-14      -1.321898371690e-12       0.000000000000e+00       1.277034947991e-03       9.873379998706e-04       8.742455627329e-04       6.649214984854e-04       6.084164260650e-04       1.012930334957e-08       9.390481651389e-09       8.260584519117e-09 
   80       2.777754555361e-10       6.103153778020e-14      -1.393432274080e-12       0.000000000000e+00       1.294163954063e-03       1.000860557668e-03       8.863647068645e-04       6.742419418495e-04       6.171340876292e-04       1.001148288853e-08       9.286108060516e-09       8.174164356473e-09 
   81       2.812429710066e-10       6.298623141989e-14      -1.466166844785e-12       0.000000000000e+00       1.311270795237e-03       1.014382581163e-03       8.984884959783e-04       6.835553353869e-04       6.258198578180e-04       9.896159461525e-09       9.183817013430e-09       8.089092420947e-09 
   82       2.847416905173e-10       6.495516375031e-14      -1.540033256943e-12       0.000000000000e+00       1.328352457611e-03       1.027903483932e-03       9.106207113353e-04       6.928673212593e-04       6.344775164070e-04       9.783175187278e-09       9.083521293607e-09       8.005346688810e-09 
   83       2.882707686465e-10       6.693596269467e-14      -1.614958606230e-12       0.000000000000e+00       1.345405197422e-03       1.041422245853e-03       9.227651682846e-04       7.021839134075e-04       6.431112205234e-04       9.672293004520e-09       8.985068186705e-09       7.922856452457e-09 
   84       2.918293669564e-10       6.892634670184e-14      -1.690874498298e-12       0.000000000000e+00       1.362425081794e-03       1.054937755917e-03       9.349251107918e-04       7.115104476296e-04       6.517250958439e-04       9.563280047261e-09       8.888303311959e-09       7.841547073831e-09 
   85       2.954179297142e-10       7.092482462070e-14      -1.767744582195e-12       0.000000000000e+00       1.379409801944e-03       1.068449965649e-03       9.471013047074e-04       7.208482261585e-04       6.603219205175e-04       9.456181021845e-09       8.793280529121e-09       7.761487591831e-09 
   86       2.990370876233e-10       7.293010779662e-14      -1.845541489303e-12       0.000000000000e+00       1.396357088361e-03       1.081958877827e-03       9.592936060009e-04       7.301973189894e-04       6.689042319312e-04       9.351084191703e-09       8.700081756413e-09       7.682763662228e-09 
   87       3.026872601005e-10       7.494090141580e-14      -1.924238672242e-12       0.000000000000e+00       1.413264126696e-03       1.095464172704e-03       9.715015056243e-04       7.395575520564e-04       6.774747199526e-04       9.248036788077e-09       8.608751668869e-09       7.605431386596e-09 
   88       3.063686440828e-10       7.695590570021e-14      -2.003810488430e-12       0.000000000000e+00       1.430127527375e-03       1.108965186980e-03       9.837241081117e-04       7.489284921342e-04       6.860362253581e-04       9.147043103126e-09       8.519295963844e-09       7.529515899805e-09 
   89       3.100812028327e-10       7.897381710238e-14      -2.084232283636e-12       0.000000000000e+00       1.446943295218e-03       1.122460892772e-03       9.959601101780e-04       7.583094317383e-04       6.945917382605e-04       9.048062583026e-09       8.431679626502e-09       7.455009957536e-09 
   90       3.138246547454e-10       8.099332950038e-14      -2.165480475542e-12       0.000000000000e+00       1.463706799058e-03       1.135949876581e-03       1.008207779318e-03       7.676993740260e-04       7.031443965364e-04       8.951007921077e-09       8.345825195327e-09       7.381872523778e-09 
   91       3.175984621541e-10       8.301313539260e-14      -2.247532637290e-12       0.000000000000e+00       1.480412741351e-03       1.149430318269e-03       1.020464932404e-03       7.770970176977e-04       7.116974842546e-04       8.855743150805e-09       8.261611027615e-09       7.310027358336e-09 
   92       3.214018201367e-10       8.503192709272e-14      -2.330367581050e-12       0.000000000000e+00       1.497055127799e-03       1.162899970022e-03       1.032728914287e-03       7.865007418972e-04       7.202544301032e-04       8.762081739064e-09       8.178869564980e-09       7.239361604332e-09 
   93       3.252339371965e-10       8.704830903921e-14      -2.413957018224e-12       0.000000000000e+00       1.513628104474e-03       1.176356361942e-03       1.044997188936e-03       7.959092394476e-04       7.288184930767e-04       8.669849801142e-09       8.097444095868e-09       7.169769288222e-09 
   94       3.290949499067e-10       8.906051704230e-14      -2.498238923814e-12       0.000000000000e+00       1.530128679204e-03       1.189797499859e-03       1.057269261044e-03       8.053235582982e-04       7.373917688760e-04       8.579090763647e-09       8.017372576128e-09       7.101292371717e-09 
   95       3.329851257725e-10       9.106665882449e-14      -2.583140301899e-12       0.000000000000e+00       1.546554355217e-03       1.203221234074e-03       1.069545005207e-03       8.147453406227e-04       7.459760304688e-04       8.489888100498e-09       7.938728376795e-09       7.033998401225e-09 
   96       3.369045765224e-10       9.306479911860e-14      -2.668585220404e-12       0.000000000000e+00       1.562902281866e-03       1.216625024415e-03       1.081824066318e-03       8.241761957262e-04       7.545730217280e-04       8.402301954199e-09       7.861563331399e-09       6.967936700248e-09 
   97       3.408532509209e-10       9.505295964253e-14      -2.754494779023e-12       0.000000000000e+00       1.579169236156e-03       1.230005922321e-03       1.094105846572e-03       8.336176938450e-04       7.631844515675e-04       8.316368122862e-09       7.785906804446e-09       6.903137573399e-09 
   98       3.448309275814e-10       9.702911907403e-14      -2.840787077151e-12       0.000000000000e+00       1.595351604269e-03       1.243360552919e-03       1.106389492472e-03       8.430713599473e-04       7.718119880761e-04       8.232097047229e-09       7.711764759895e-09       6.839611510402e-09 
   99       3.488372077787e-10       9.899121302548e-14      -2.927377181819e-12       0.000000000000e+00       1.611445363090e-03       1.256685097107e-03       1.118673881840e-03       8.525386675337e-04       7.804572526528e-04       8.149472797693e-09       7.639118829639e-09       6.777348390113e-09 
  100       3.528715082618e-10       1.009371340186e-13      -3.014177095620e-12       0.000000000000e+00       1.627446061729e-03       1.269975273637e-03       1.130957610821e-03       8.620210324375e-04       7.891218141414e-04       8.068452061323e-09       7.567925381982e-09       6.716316684524e-09 
  101       3.569330540668e-10       1.028647314594e-13      -3.101095724640e-12       0.000000000000e+00       1.643348803048e-03       1.283226321193e-03       1.143238980893e-03       8.715198066255e-04       7.978071829652e-04       7.988963128886e-09       7.498114590121e-09       6.656462662779e-09 
  102       3.610208713292e-10       1.047718116125e-13      -3.188038846391e-12       0.000000000000e+00       1.659148225184e-03       1.296432980471e-03       1.155515985871e-03       8.810362719979e-04       8.065148052622e-04       7.910904881868e-09       7.429589500619e-09       6.597709595179e-09 
  103       3.651337800967e-10       1.066561375765e-13      -3.274909077740e-12       0.000000000000e+00       1.674838483074e-03       1.309589476266e-03       1.167786298915e-03       8.905716341894e-04       8.152460570193e-04       7.834145779500e-09       7.362225101891e-09       6.539956957198e-09 
  104       3.692706438670e-10       1.085155302658e-13      -3.361612513147e-12       0.000000000000e+00       1.690414119144e-03       1.322690309374e-03       1.180047440872e-03       9.001267120085e-04       8.240021189022e-04       7.758558709371e-09       7.295903164847e-09       6.483111068106e-09 
  105       3.734311720696e-10       1.103481869476e-13      -3.448079729712e-12       0.000000000000e+00       1.705872849116e-03       1.335732792740e-03       1.192297339177e-03       9.097009713318e-04       8.327835941202e-04       7.684133082722e-09       7.230624131283e-09       6.427183434924e-09 
  106       3.776152130931e-10       1.121524058881e-13      -3.534247573027e-12       0.000000000000e+00       1.721213119831e-03       1.348714826100e-03       1.204533820577e-03       9.192933485375e-04       8.415908277655e-04       7.610876063611e-09       7.166408673722e-09       6.372204271196e-09 
  107       3.818225029269e-10       1.139264902590e-13      -3.620052780983e-12       0.000000000000e+00       1.736433245090e-03       1.361634107833e-03       1.216754425677e-03       9.289025337837e-04       8.504240144192e-04       7.538777446100e-09       7.103262741024e-09       6.318191803574e-09 
  108       3.860526607953e-10       1.156687492222e-13      -3.705432025004e-12       0.000000000000e+00       1.751531396952e-03       1.374488125941e-03       1.228956397936e-03       9.385269614633e-04       8.592831909753e-04       7.467809035394e-09       7.041177019967e-09       6.265151821264e-09 
  109       3.903051847915e-10       1.173774990147e-13      -3.790321951276e-12       0.000000000000e+00       1.766505597031e-03       1.387274149034e-03       1.241136672673e-03       9.481648006605e-04       8.681682294641e-04       7.397924028959e-09       6.980126396823e-09       6.213077225474e-09 
  110       3.945794475110e-10       1.190510640333e-13      -3.874659221977e-12       0.000000000000e+00       1.781353707786e-03       1.399989217306e-03       1.253291866058e-03       9.578139456065e-04       8.770788298759e-04       7.329056397658e-09       6.920069418941e-09       6.161947578854e-09 
  111       3.988746916860e-10       1.206877779193e-13      -3.958380556510e-12       0.000000000000e+00       1.796073423825e-03       1.412630133516e-03       1.265418264120e-03       9.674720061352e-04       8.860145129852e-04       7.261120266873e-09       6.860947756325e-09       6.111728654951e-09 
  112       4.031900258188e-10       1.222859846430e-13      -4.041422772730e-12       0.000000000000e+00       1.810662263191e-03       1.425193453969e-03       1.277511811742e-03       9.771362981390e-04       8.949746131741e-04       7.194009297637e-09       6.802685663217e-09       6.062371987648e-09 
  113       4.075244198159e-10       1.238440395889e-13      -4.123722828179e-12       0.000000000000e+00       1.825117558667e-03       1.437675479496e-03       1.289568101663e-03       9.868038340249e-04       9.039582712558e-04       7.127596067759e-09       6.745189439670e-09       6.013814420612e-09 
  114       4.118767006217e-10       1.253603106402e-13      -4.205217861313e-12       0.000000000000e+00       1.839436449066e-03       1.450072246437e-03       1.301582363478e-03       9.964713131700e-04       9.129644272991e-04       7.061731452955e-09       6.688346893135e-09       5.965977656742e-09 
  115       4.162455478527e-10       1.268331792633e-13      -4.285845232736e-12       0.000000000000e+00       1.853615870528e-03       1.462379517614e-03       1.313549452635e-03       1.006135112378e-03       9.219918134512e-04       6.996244007974e-09       6.632026800036e-09       5.918767807613e-09 
  116       4.206296831129e-10       1.282610694785e-13      -4.365541027534e-12       0.000000000000e+00       1.867653158573e-03       1.474593354900e-03       1.325464484828e-03       1.015791704463e-03       9.310390962077e-04       6.930988827794e-09       6.576115562299e-09       5.872101873984e-09 
  117       4.250284733885e-10       1.296425364463e-13      -4.444235267563e-12       0.000000000000e+00       1.881547955902e-03       1.486711935159e-03       1.337324850177e-03       1.025438992149e-03       9.401053381847e-04       6.866002193798e-09       6.520633384117e-09       5.825991803039e-09 
  118       4.294413931576e-10       1.309761907384e-13      -4.521856191785e-12       0.000000000000e+00       1.895300521286e-03       1.498733939176e-03       1.349128424416e-03       1.035075119180e-03       9.491895792748e-04       6.801364655024e-09       6.465631274761e-09       5.780469852421e-09 
  119       4.338678346470e-10       1.322606727328e-13      -4.598331770395e-12       0.000000000000e+00       1.908911136291e-03       1.510657985997e-03       1.360872940181e-03       1.044698051007e-03       9.582906864337e-04       6.737153051054e-09       6.411154910225e-09       5.735562363483e-09 
  120       4.383071051791e-10       1.334946539452e-13      -4.673589732452e-12       0.000000000000e+00       1.922380101975e-03       1.522482629054e-03       1.372555981713e-03       1.054305569027e-03       9.674073478253e-04       6.673440330631e-09       6.357244423673e-09       5.691289548853e-09 
  121       4.427584245179e-10       1.346768383602e-13      -4.747557593497e-12       0.000000000000e+00       1.935707735585e-03       1.534206352282e-03       1.384174979568e-03       1.063895264827e-03       9.765380669671e-04       6.610295370272e-09       6.303934195884e-09       5.647665280000e-09 
  122       4.472209222155e-10       1.358059637625e-13      -4.820162683180e-12       0.000000000000e+00       1.948894367253e-03       1.545827566246e-03       1.395727205321e-03       1.073464534422e-03       9.856811568749e-04       6.547782792892e-09       6.251252645699e-09       5.604696874790e-09 
  123       4.516936349581e-10       1.368808030685e-13      -4.891332172886e-12       0.000000000000e+00       1.961940336692e-03       1.557344604263e-03       1.407209766272e-03       1.083010572499e-03       9.948347342082e-04       6.485962786414e-09       6.199222020474e-09       5.562384885059e-09 
  124       4.561755039130e-10       1.379001656572e-13      -4.960993103356e-12       0.000000000000e+00       1.974845989890e-03       1.568755718521e-03       1.418619600153e-03       1.092530366660e-03       1.003996713415e-03       6.424890922395e-09       6.147858186522e-09       5.520722884169e-09 
  125       4.606653720743e-10       1.388628987016e-13      -5.029072412313e-12       0.000000000000e+00       1.987611675807e-03       1.580059076207e-03       1.429953469836e-03       1.102020691655e-03       1.013164800877e-03       6.364617974636e-09       6.097170419560e-09       5.479697254575e-09 
  126       4.651619816095e-10       1.397678885004e-13      -5.095496962086e-12       0.000000000000e+00       2.000237743072e-03       1.591252755623e-03       1.441207958035e-03       1.111478103634e-03       1.022336489056e-03       6.305189737806e-09       6.047161195163e-09       5.439286975385e-09 
  127       4.696639712059e-10       1.406140618086e-13      -5.160193567234e-12       0.000000000000e+00       2.012724536675e-03       1.602334742315e-03       1.452379462016e-03       1.120898934381e-03       1.031509050635e-03       6.246646846052e-09       5.997825979205e-09       5.399463409930e-09 
  128       4.741698734169e-10       1.414003871694e-13      -5.223089022168e-12       0.000000000000e+00       2.025072394670e-03       1.613302925189e-03       1.463464188302e-03       1.130279285557e-03       1.040679532669e-03       6.189024591626e-09       5.949153018309e-09       5.360190093318e-09 
  129       4.786782653902e-10       1.421259216538e-13      -5.284111440556e-12       0.000000000000e+00       2.037281905422e-03       1.624155517691e-03       1.474458656242e-03       1.139615490868e-03       1.049845011181e-03       6.132348420899e-09       5.901128665816e-09       5.321432828849e-09 
  130       4.831882453853e-10       1.427899540500e-13      -5.343194380969e-12       0.000000000000e+00       2.049354718295e-03       1.634892381793e-03       1.485361282430e-03       1.148905572125e-03       1.059003398974e-03       6.076620249067e-09       5.853754465378e-09       5.283191680716e-09 
  131       4.876990037590e-10       1.433918799711e-13      -5.400273228134e-12       0.000000000000e+00       2.061292816073e-03       1.645513842595e-03       1.496170960905e-03       1.158147932777e-03       1.068152715790e-03       6.021830294392e-09       5.807031554170e-09       5.245472105815e-09 
  132       4.922096727286e-10       1.439311594947e-13      -5.455283958369e-12       0.000000000000e+00       2.073098260944e-03       1.656020275470e-03       1.506886568231e-03       1.167340901913e-03       1.077290831838e-03       5.967961055995e-09       5.760955127087e-09       5.208274822201e-09 
  133       4.967193248156e-10       1.444073188185e-13      -5.508163176602e-12       0.000000000000e+00       2.084773193060e-03       1.666412105221e-03       1.517506961841e-03       1.176482731855e-03       1.086415463812e-03       5.914987101544e-09       5.715514266806e-09       5.171595670412e-09 
  134       5.012269712898e-10       1.448199519172e-13      -5.558848153373e-12       0.000000000000e+00       2.096319829101e-03       1.676689805249e-03       1.528030978391e-03       1.185571595747e-03       1.095524170894e-03       5.862874854941e-09       5.670691773842e-09       5.135425474806e-09 
  135       5.057315606130e-10       1.451687221983e-13      -5.607276861851e-12       0.000000000000e+00       2.107740460831e-03       1.686853896718e-03       1.538457432103e-03       1.194605585142e-03       1.104614350764e-03       5.811582384005e-09       5.626463996604e-09       5.099749904883e-09 
  136       5.102319768830e-10       1.454533641584e-13      -5.653388014844e-12       0.000000000000e+00       2.119037453662e-03       1.696904947716e-03       1.548785113112e-03       1.203582707596e-03       1.113683235610e-03       5.761059188163e-09       5.582800661454e-09       5.064549336622e-09 
  137       5.147270382773e-10       1.456736850396e-13      -5.697121101807e-12       0.000000000000e+00       2.130213245213e-03       1.706843572421e-03       1.559012785816e-03       1.212500884252e-03       1.122727888136e-03       5.711245986134e-09       5.539664702767e-09       5.029798713804e-09 
  138       5.192154954972e-10       1.458295664854e-13      -5.738416425856e-12       0.000000000000e+00       2.141270343867e-03       1.716670430265e-03       1.569139187221e-03       1.221357947435e-03       1.131745197571e-03       5.662074503618e-09       5.497012092984e-09       4.995467409347e-09 
  139       5.236960302117e-10       1.459209661973e-13      -5.777215140774e-12       0.000000000000e+00       2.152211327337e-03       1.726386225095e-03       1.579163025292e-03       1.230151638238e-03       1.140731875676e-03       5.613467260980e-09       5.454791672672e-09       4.961519086634e-09 
  140       5.281672535012e-10       1.459479195907e-13      -5.813459288029e-12       0.000000000000e+00       2.163038841225e-03       1.735991704342e-03       1.589082977298e-03       1.238879604113e-03       1.149684452758e-03       5.565337360937e-09       5.412944980583e-09       4.927911560840e-09 
  141       5.326277043015e-10       1.459105414513e-13      -5.847091833779e-12       0.000000000000e+00       2.173755597576e-03       1.745487658181e-03       1.598897688156e-03       1.247539396459e-03       1.158599273672e-03       5.517588276246e-09       5.371406083710e-09       4.894596660265e-09 
